,source,target,rating,ts,time
14293,2667,26,1,1349125445,1124
14294,2023,2544,1,1349125460,1124
14295,1324,2150,2,1349127938,1124
14296,2670,1981,1,1349133772,1124
14297,1981,2670,1,1349133807,1124
14298,2196,1950,1,1349141897,1124
14299,1981,1786,4,1349143271,1124
14300,1160,2150,2,1349145843,1124
14301,1981,2671,1,1349147905,1124
14302,2247,2673,1,1349151554,1124
14303,2673,2247,1,1349152193,1124
14304,1160,1756,2,1349153329,1124
14305,1853,2634,-1,1349154563,1124
14306,2250,1485,1,1349161338,1124
14307,1764,2533,1,1349163373,1124
14308,2533,1764,1,1349163434,1124
14309,1876,2128,1,1349175674,1124
14310,2671,1981,2,1349188908,1124
14311,1764,2484,2,1349196887,1124
14312,98,2601,-10,1349205268,1124
14313,2544,2023,1,1349205453,1124
14314,2544,1902,1,1349205486,1124
14315,1981,2627,-10,1349209260,1124
14316,1981,2624,-10,1349209274,1124
14317,1981,2628,-10,1349209280,1124
14318,1981,1500,-10,-2147483648,1124
14319,1981,2626,-10,1349209322,1124
14320,493,2150,1,1349209515,1124
14321,2672,2675,1,1349213086,1124
14322,2675,2672,1,1349213172,1124
14323,1786,1945,1,1349218694,1124
14324,1945,1786,1,1349218706,1124
14325,2658,2150,1,1349224404,1124
14326,2346,2077,6,1349229551,1124
14327,1981,2150,5,1349242699,1124
14328,2660,2676,1,1349245928,1124
14329,2602,321,1,1349252649,1124
14330,321,2602,1,1349252684,1124
14331,2592,2678,1,1349255482,1124
14332,2337,2065,5,1349262466,1124
14333,1981,1620,1,-2147483648,1124
14334,1620,1981,1,1349276281,1124
14335,1981,2592,2,1349280636,1124
14336,2656,2679,4,1349281475,1124
14337,2679,2680,2,1349281615,1124
14338,2680,2679,2,1349281663,1124
14339,2592,542,1,1349282150,1124
14340,2302,2679,-10,1349285717,1124
14341,2302,2656,-10,1349285776,1124
14342,2532,26,1,1349286295,1124
14343,2592,1231,1,1349286949,1124
14344,864,1673,5,1349287286,1124
14345,2302,2680,-10,1349288724,1124
14346,1369,2261,1,1349292895,1124
14347,2261,1369,1,1349292916,1124
14348,1231,2592,1,1349299599,1124
14349,2128,264,4,1349300226,1124
14350,2620,2681,1,1349306569,1124
14351,1344,2618,-10,1349306689,1124
14352,1344,2620,-10,-2147483648,1124
14353,1344,2681,-10,1349306718,1124
14354,1344,2622,-10,1349306775,1124
14355,1344,2601,-10,-2147483648,1124
14356,2681,2682,2,1349306833,1124
14357,1344,2682,-10,1349306861,1124
14358,1344,2643,-10,1349306868,1124
14359,2682,2681,2,1349306870,1124
14360,1344,2616,-10,-2147483648,1124
14361,2682,2620,10,1349306938,1124
14362,385,98,3,1349307113,1124
14363,2302,2622,-10,1349307137,1124
14364,2302,2616,-10,-2147483648,1124
14365,2302,2682,-10,1349307179,1124
14366,2302,2601,-10,-2147483648,1124
14367,2302,2643,-10,1349307233,1124
14368,1344,2317,-10,1349307244,1124
14369,2302,2681,-10,1349307244,1124
14370,2672,2683,1,1349307268,1124
14371,2683,2672,1,1349307332,1124
14372,1354,2684,1,1349308991,1124
14373,2173,506,1,-2147483648,1124
14374,506,2173,1,1349310570,1124
14375,2580,2598,1,1349315998,1124
14376,2262,2672,1,1349317276,1124
14377,2598,2580,1,1349319746,1124
14378,2598,2247,1,1349320822,1124
14379,2247,2355,1,1349320970,1124
14380,2355,2247,1,1349321286,1124
14381,2247,2598,1,1349321288,1124
14382,542,2592,1,1349324044,1124
14383,2672,2262,1,1349324846,1124
14384,2672,2534,1,1349325725,1124
14385,2534,2672,1,1349325858,1124
14386,2247,2672,1,1349326203,1124
14387,2672,2247,1,1349326204,1124
14388,2682,2685,1,1349326749,1124
14389,2302,2685,-10,1349327077,1124
14390,2672,2598,1,1349328744,1124
14391,2686,2347,1,-2147483648,1124
14392,2347,2686,1,1349330746,1124
14393,321,2687,-10,1349333804,1124
14394,26,1600,1,1349335342,1124
14395,2620,2688,4,1349348836,1124
14396,2688,2689,3,1349352438,1124
14397,2689,2690,2,1349352744,1124
14398,2690,2691,1,1349352893,1124
14399,2691,2690,2,-2147483648,1124
14400,2591,2328,2,1349355046,1124
14401,2580,2591,1,-2147483648,1124
14402,2591,2580,1,1349358237,1124
14403,506,2598,1,1349358676,1124
14404,2106,2065,3,1349363078,1124
14405,2302,2688,-10,1349368641,1124
14406,2302,2689,-10,1349368654,1124
14407,2302,2690,-10,1349368669,1124
14408,2302,2691,-10,1349368690,1124
14409,2302,2620,-10,1349368826,1124
14410,1764,2691,-10,1349369639,1124
14411,1764,2685,-10,1349370813,1124
14412,1786,2686,1,1349371975,1124
14413,2686,1786,1,1349372121,1124
14414,1853,2484,3,1349373423,1124
14415,2672,864,1,1349373550,1124
14416,864,2672,1,-2147483648,1124
14417,1571,2692,1,1349374501,1124
14418,2692,1571,1,1349374588,1124
14419,1786,1853,3,1349376241,1124
14420,1853,1786,3,1349376346,1124
14421,1486,2672,1,1349377204,1124
14422,2690,2693,3,1349377394,1124
14423,2689,2693,3,1349377483,1124
14424,2672,2694,1,-2147483648,1124
14425,2694,2672,1,1349377712,1124
14426,2672,1486,1,1349377750,1124
14427,2302,2693,-10,1349379330,1124
14428,2672,2354,1,1349379525,1124
14429,2354,2672,1,1349379571,1124
14430,1981,1486,1,1349381235,1124
14431,1486,1981,1,1349381256,1124
14432,2592,1981,2,1349384089,1124
14433,510,1786,1,1349389877,1124
14434,782,2236,5,-2147483648,1124
14435,2433,2586,3,1349391120,1124
14436,1981,2024,1,1349399807,1124
14437,2646,2696,4,1349404895,1124
14438,2661,2696,4,1349404984,1124
14439,2302,2696,-10,1349406390,1124
14440,2302,2697,-10,1349406853,1124
14441,2669,2698,2,1349412602,1124
14442,2698,2669,2,1349412699,1124
14443,10,2150,5,-2147483648,1124
14444,1685,2655,1,-2147483648,1124
14445,2684,2699,1,-2147483648,1124
14446,2699,2684,1,1349454711,1124
14447,1324,2669,2,1349457074,1124
14448,2669,1324,1,1349457113,1124
14449,1576,2676,1,1349459251,1124
14450,2676,1576,1,-2147483648,1124
14451,2486,2165,2,1349461640,1124
14452,2580,2700,1,-2147483648,1124
14453,1230,1981,1,1349467367,1124
14454,1230,73,3,1349467457,1124
14455,2701,1764,1,1349470968,1124
14456,2486,1981,2,1349472709,1124
14457,2702,202,10,1349473517,1124
14458,1981,1629,2,1349474831,1124
14459,1629,1981,2,1349474856,1124
14460,1459,2150,2,1349475657,1124
14461,2700,2580,1,1349476483,1124
14462,132,1827,1,-2147483648,1124
14463,1827,132,1,1349477217,1124
14464,2302,2704,1,1349483062,1124
14465,1647,1290,-1,1349485046,1124
14466,2338,1290,-1,1349490790,1124
14467,2655,1685,1,1349491496,1124
14468,1486,2598,1,1349493520,1124
14469,202,2702,9,1349493700,1124
14470,2706,1981,1,1349499459,1124
14471,1945,1230,1,1349504048,1124
14472,1230,1945,1,1349504102,1124
14473,1540,2472,1,1349509087,1124
14474,2472,2279,1,-2147483648,1124
14475,2472,1540,1,1349509116,1124
14476,2279,2472,1,1349509134,1124
14477,2279,1540,1,1349509166,1124
14478,1540,2279,2,1349509183,1124
14479,10,2552,2,1349512571,1124
14480,2552,10,2,1349513211,1124
14481,2505,2707,1,1349525207,1124
14482,2707,2505,1,1349525342,1124
14483,2707,2557,1,1349526637,1124
14484,2557,2707,1,1349526667,1124
14485,10,2261,1,1349528287,1124
14486,2261,10,1,-2147483648,1124
14487,2128,2279,1,1349558484,1124
14488,1998,2472,1,1349561516,1124
14489,2472,1998,1,1349561648,1124
14490,2472,2150,1,1349562866,1124
14491,2065,2106,1,1349565042,1124
14492,551,2150,1,1349568142,1124
14493,1786,452,1,1349568709,1124
14494,452,1786,1,-2147483648,1124
14495,977,2701,1,1349575041,1124
14496,2247,977,1,1349575086,1124
14497,977,2247,1,1349575119,1124
14498,2701,977,1,1349575377,1124
14499,977,2150,5,1349575410,1124
14500,2128,691,6,1349578550,1124
14501,2701,2708,1,1349589237,1124
14502,2707,2444,1,1349589565,1124
14503,2444,2707,1,1349589703,1124
14504,2708,2701,1,1349589729,1124
14505,2444,26,1,1349589920,1124
14506,2701,2709,1,-2147483648,1124
14507,2302,2709,-10,1349592357,1124
14508,2709,2701,1,1349592712,1124
14509,1764,2701,-5,1349593490,1124
14510,2302,2701,-5,1349628635,1124
14511,26,2545,1,1349630678,1124
14512,2545,26,1,1349630679,1124
14513,1718,2432,1,1349630744,1124
14514,829,1290,-5,1349633998,1124
14515,0,2432,1,1349635337,1124
14516,2432,0,1,1349636971,1124
14517,2432,1718,1,1349637012,1124
14518,2432,2539,2,-2147483648,1124
14519,2668,2150,1,1349641118,1124
14520,1813,2701,-10,1349642774,1124
14521,1981,2075,1,1349644023,1124
14522,2075,1981,1,1349644314,1124
14523,2024,1981,1,1349646095,1124
14524,1275,1610,1,1349648104,1124
14525,2676,2660,2,1349648605,1124
14526,2128,0,10,1349649258,1124
14527,2675,0,1,1349649459,1124
14528,2195,1522,3,1349650091,1124
14529,2195,2065,3,-2147483648,1124
14530,1486,1813,1,1349654213,1124
14531,1813,1486,3,1349654234,1124
14532,977,30,1,1349656479,1124
14533,30,977,1,1349656494,1124
14534,1813,2711,1,1349663125,1124
14535,1585,1813,1,1349663273,1124
14536,1813,1585,2,1349663280,1124
14537,2711,1813,1,1349663297,1124
14538,2705,551,1,1349663892,1124
14539,1981,2486,7,1349672480,1124
14540,1813,2592,3,1349686346,1124
14541,2592,1813,1,1349686372,1124
14542,26,2712,1,1349691264,1124
14543,864,2668,1,1349710028,1124
14544,2668,864,1,-2147483648,1124
14545,1700,1275,1,1349712651,1124
14546,1764,2713,1,1349717472,1124
14547,2713,1764,1,1349717584,1124
14548,1700,987,1,-2147483648,1124
14549,987,1700,1,1349718072,1124
14550,2630,2714,9,1349718415,1124
14551,1275,1700,1,1349718918,1124
14552,2714,2630,9,1349720322,1124
14553,1764,2635,1,1349722593,1124
14554,26,2263,1,1349728357,1124
14555,2128,1514,1,1349728935,1124
14556,1514,2128,1,1349728994,1124
14557,2128,2660,4,1349729162,1124
14558,1764,2676,1,1349734106,1124
14559,2676,1764,1,1349736705,1124
14560,452,2432,1,1349740526,1124
14561,2432,452,5,1349740866,1124
14562,2672,2697,-10,1349743558,1124
14563,452,1012,1,1349751228,1124
14564,1012,452,1,1349751256,1124
14565,1764,2695,2,1349752249,1124
14566,2695,1764,3,1349752297,1124
14567,2250,2715,1,1349764548,1124
14568,2715,2250,1,1349765043,1124
14569,2669,323,1,1349770761,1124
14570,323,2669,1,1349771208,1124
14571,26,2716,1,1349774475,1124
14572,2338,2126,2,1349776236,1124
14573,2717,2592,1,1349791390,1124
14574,2128,2077,4,1349792391,1124
14575,864,17,1,1349792477,1124
14576,2128,2125,5,1349792486,1124
14577,2592,2557,2,1349795829,1124
14578,2557,2592,2,1349795851,1124
14579,1902,2609,5,1349803457,1124
14580,1902,2023,8,1349803493,1124
14581,1902,2544,1,1349803614,1124
14582,163,2668,2,-2147483648,1124
14583,2668,163,2,1349804156,1124
14584,206,2077,1,1349811452,1124
14585,2077,206,1,-2147483648,1124
14586,2592,2717,2,1349814685,1124
14587,1230,2077,2,1349817277,1124
14588,2077,1230,1,1349817388,1124
14589,2477,2486,1,-2147483648,1124
14590,1981,2719,1,-2147483648,1124
14591,2077,2720,1,-2147483648,1124
14592,2720,2077,2,1349830595,1124
14593,2486,2477,2,1349833137,1124
14594,1354,1290,-5,1349843978,1124
14595,2077,2722,1,1349847238,1124
14596,2722,2077,2,-2147483648,1124
14597,2677,2672,1,1349850756,1124
14598,1870,2711,2,1349851022,1124
14599,2711,1870,2,1349851027,1124
14600,2672,2677,1,1349851066,1124
14601,2672,2723,1,1349853777,1124
14602,1981,1870,1,-2147483648,1124
14603,1870,1981,1,1349855701,1124
14604,2592,2724,1,1349872739,1124
14605,2592,2725,1,1349873386,1124
14606,2006,1290,-5,1349873933,1124
14607,2725,2592,1,1349874802,1124
14608,26,2592,1,1349876122,1124
14609,2592,26,1,1349876160,1124
14610,2724,2592,1,1349878107,1124
14611,2592,2726,1,1349883902,1124
14612,2726,2592,1,1349884091,1124
14613,2587,2477,1,-2147483648,1124
14614,2347,1459,1,1349887310,1124
14615,1459,2347,1,1349887350,1124
14616,26,2718,1,1349889914,1124
14617,26,2729,1,1349889945,1124
14618,2538,2347,1,1349891719,1124
14619,2347,2538,2,1349891819,1124
14620,1981,2730,2,1349892845,1124
14621,2730,1981,2,1349892895,1124
14622,2592,2731,1,1349896721,1124
14623,2731,2592,10,-2147483648,1124
14624,2477,2587,1,1349898041,1124
14625,2670,2730,-10,1349901237,1124
14626,2218,2730,-3,1349901512,1124
14627,2338,2243,7,1349902126,1124
14628,2707,2354,1,1349902194,1124
14629,2354,2707,1,1349902363,1124
14630,2580,2732,1,1349903019,1124
14631,2732,2580,1,1349903135,1124
14632,2732,26,1,-2147483648,1124
14633,2672,2257,1,1349903827,1124
14634,2727,2257,1,1349903836,1124
14635,2725,2733,1,1349905718,1124
14636,26,2734,1,1349906103,1124
14637,2734,26,1,1349906114,1124
14638,2721,41,2,1349906451,1124
14639,2257,2672,1,1349907391,1124
14640,2257,2727,1,1349907411,1124
14641,2719,1981,1,1349908432,1124
14642,2592,2735,2,1349909925,1124
14643,2735,2592,5,1349910192,1124
14644,2721,2736,2,1349910736,1124
14645,2736,2721,2,1349911373,1124
14646,1794,2524,1,1349914080,1124
14647,163,1647,1,1349916595,1124
14648,1647,163,1,1349916629,1124
14649,41,2721,1,1349917528,1124
14650,202,2486,3,-2147483648,1124
14651,2672,510,1,1349920510,1124
14652,510,2672,1,1349920513,1124
14653,510,2347,1,1349924853,1124
14654,2347,510,1,1349924861,1124
14655,2247,2347,1,1349925398,1124
14656,2347,2247,1,1349925417,1124
14657,2702,2738,1,1349926231,1124
14658,2738,2702,1,1349926238,1124
14659,2247,2623,1,1349927063,1124
14660,2655,2125,1,-2147483648,1124
14661,2125,2655,1,1349945915,1124
14662,26,2740,1,1349949148,1124
14663,2592,2727,4,1349949956,1124
14664,2727,2592,4,1349950136,1124
14665,2675,2443,1,1349969060,1124
14666,2320,2741,2,-2147483648,1124
14667,2741,2320,2,1349978467,1124
14668,1647,2676,1,-2147483648,1124
14669,2676,1647,1,-2147483648,1124
14670,2660,2721,1,1349980996,1124
14671,2721,2660,1,1349981100,1124
14672,2723,2742,1,1349982882,1124
14673,2742,2723,1,1349982977,1124
14674,2727,2742,1,1349986871,1124
14675,2742,2727,3,-2147483648,1124
14676,1685,820,1,1349988639,1124
14677,2721,1981,2,1349989109,1124
14678,2433,2743,1,1349989856,1124
14679,2743,2433,1,1349989933,1124
14680,2744,2338,1,1350016395,1125
14681,506,2677,1,-2147483648,1125
14682,2677,506,1,1350020300,1125
14683,2729,26,10,-2147483648,1125
14684,2723,2727,4,1350039055,1125
14685,2727,2723,4,1350042308,1125
14686,2658,2077,2,1350059636,1125
14687,2077,1783,1,1350059958,1125
14688,2486,1764,1,1350061673,1125
14689,1764,2486,1,1350061758,1125
14690,2233,2144,1,1350062528,1125
14691,1981,2745,2,1350062869,1125
14692,2745,1981,2,1350062928,1125
14693,2727,2486,1,1350063374,1125
14694,2486,2727,1,1350063409,1125
14695,26,2723,1,1350063829,1125
14696,2723,26,1,1350065459,1125
14697,2745,2669,1,1350066441,1125
14698,26,2746,1,1350066942,1125
14699,2746,26,1,1350067458,1125
14700,2670,2746,1,1350069583,1125
14701,2746,2670,1,1350069747,1125
14702,20,2563,2,1350070793,1125
14703,163,2670,2,1350072366,1125
14704,2670,163,3,1350072400,1125
14705,1981,2747,1,1350072476,1125
14706,2747,1981,1,1350072698,1125
14707,0,2705,1,1350077134,1125
14708,2705,0,1,1350078989,1125
14709,2527,2016,-1,1350085293,1125
14710,2669,2077,1,1350105623,1125
14711,2676,2658,-3,1350106650,1125
14712,163,604,3,1350110938,1125
14713,829,1344,-2,1350119342,1125
14714,829,1341,-10,-2147483648,1125
14715,2743,2707,1,-2147483648,1125
14716,2707,2743,1,1350124120,1125
14717,1981,2545,1,1350127245,1125
14718,2545,1981,1,1350127285,1125
14719,2527,2658,-10,1350131824,1125
14720,1344,829,-1,1350143385,1125
14721,2727,1981,1,1350145258,1125
14722,1981,2227,1,1350145344,1125
14723,2227,1981,1,1350145366,1125
14724,2598,26,5,1350149734,1125
14725,2727,1708,1,1350156342,1125
14726,1708,2727,1,1350156352,1125
14727,2545,1953,1,1350162156,1125
14728,2545,2748,1,-2147483648,1125
14729,2748,2545,1,1350164188,1125
14730,2433,2550,1,1350165904,1125
14731,864,2746,1,1350170535,1125
14732,2746,864,1,1350171038,1125
14733,6,599,3,1350176359,1125
14734,1624,2077,2,1350176533,1125
14735,1981,2739,3,1350181172,1125
14736,1981,2359,6,1350184119,1125
14737,2247,1231,1,-2147483648,1125
14738,1231,2247,1,-2147483648,1125
14739,506,2707,2,1350187316,1125
14740,2707,506,1,1350187595,1125
14741,506,1981,3,1350188182,1125
14742,1981,506,4,1350188229,1125
14743,2554,26,1,1350209492,1125
14744,26,2554,1,1350210079,1125
14745,1706,2749,1,1350215561,1125
14746,2749,1706,1,1350215680,1125
14747,1794,2469,1,1350222392,1125
14748,2545,2750,1,1350230308,1125
14749,2750,2545,1,1350230586,1125
14750,2554,1981,1,-2147483648,1125
14751,1981,2554,1,1350238718,1125
14752,864,2432,1,-2147483648,1125
14753,2432,864,1,1350239434,1125
14754,26,2598,3,1350241977,1125
14755,2469,1794,1,1350242441,1125
14756,2545,2266,1,1350242938,1125
14757,829,1354,2,1350247562,1125
14758,2725,2266,1,1350249162,1125
14759,2266,2725,1,1350251534,1125
14760,2266,2580,1,1350251690,1125
14761,2266,2545,1,1350251714,1125
14762,2266,1981,1,1350251740,1125
14763,2721,2128,1,1350252450,1125
14764,2721,1764,1,1350252553,1125
14765,2723,2672,1,1350252946,1125
14766,2725,2748,1,1350253326,1125
14767,2748,2725,1,1350253732,1125
14768,1907,2751,3,1350253930,1125
14769,2580,2717,1,1350254324,1125
14770,2717,2580,1,1350254708,1125
14771,2721,2752,1,1350256032,1125
14772,1629,2214,3,1350259036,1125
14773,2733,2725,1,1350262046,1125
14774,2752,2721,-10,1350266813,1125
14775,103,2721,-10,1350267446,1125
14776,264,2751,1,1350268934,1125
14777,1981,2721,-10,1350268965,1125
14778,2128,2721,-10,1350269012,1125
14779,2751,1907,3,1350269119,1125
14780,2266,2753,1,1350269365,1125
14781,2753,2266,1,1350269440,1125
14782,2723,2754,1,1350272051,1125
14783,2754,2723,1,1350275256,1125
14784,977,2755,1,1350277980,1125
14785,2755,190,1,1350278020,1125
14786,2748,2755,1,1350278567,1125
14787,2755,2748,1,1350279851,1125
14788,2756,2581,1,-2147483648,1125
14789,2581,2756,2,1350281936,1125
14790,2756,2757,1,1350287334,1125
14791,2757,2756,1,1350287376,1125
14792,2721,2758,2,1350291702,1125
14793,2563,20,2,1350297790,1125
14794,2727,2759,1,1350303784,1125
14795,2759,2727,1,1350303830,1125
14796,2655,2658,-1,1350306807,1125
14797,2420,2707,1,1350307652,1125
14798,2707,2420,1,-2147483648,1125
14799,2214,1981,2,1350308864,1125
14800,1981,2214,2,1350308914,1125
14801,2559,26,1,1350315870,1125
14802,1981,2016,4,1350318202,1125
14803,2185,1689,3,1350319098,1125
14804,2725,2559,1,1350323247,1125
14805,2559,2725,1,1350324178,1125
14806,2204,2760,1,1350327723,1125
14807,1585,2672,1,1350328647,1125
14808,2672,1585,1,1350328709,1125
14809,26,2732,1,1350329746,1125
14810,26,2762,1,1350329765,1125
14811,26,2763,1,1350329772,1125
14812,2761,1907,1,1350330066,1125
14813,2761,26,1,1350330086,1125
14814,26,2761,1,1350330258,1125
14815,2760,2204,1,1350330570,1125
14816,26,2398,1,1350332046,1125
14817,2398,26,1,1350332365,1125
14818,1981,1756,5,1350338044,1125
14819,2359,1981,10,-2147483648,1125
14820,1541,1706,3,1350340632,1125
14821,2739,1981,6,1350341003,1125
14822,2166,2720,1,1350341170,1125
14823,2166,1276,2,1350341250,1125
14824,2166,2672,1,1350341272,1125
14825,2166,321,1,1350341292,1125
14826,2166,41,1,1350341327,1125
14827,2166,864,1,1350341343,1125
14828,2166,1293,3,-2147483648,1125
14829,2166,1786,2,1350341494,1125
14830,1706,1610,1,1350341566,1125
14831,1706,1293,1,1350341658,1125
14832,2762,26,1,1350353705,1125
14833,1685,2676,2,1350356425,1125
14834,2676,1685,2,1350356500,1125
14835,2677,1853,2,1350358668,1125
14836,2486,1685,3,1350358790,1125
14837,1853,2677,2,1350359179,1125
14838,1997,2672,2,1350360941,1125
14839,2672,1997,1,1350361732,1125
14840,2740,26,1,-2147483648,1125
14841,2635,2619,-10,1350384618,1125
14842,2635,2633,-10,1350384661,1125
14843,2635,2621,-10,1350384672,1125
14844,2635,2618,-10,1350384689,1125
14845,2635,2620,-10,1350384705,1125
14846,2635,2622,-10,1350384717,1125
14847,2635,2576,-10,1350384730,1125
14848,2635,2610,-10,1350384744,1125
14849,2635,2613,-10,1350384759,1125
14850,2635,2614,-10,1350384771,1125
14851,2635,2615,-10,1350384783,1125
14852,2635,2573,-10,1350385160,1125
14853,2635,2520,-10,1350385173,1125
14854,2635,2517,-10,1350385183,1125
14855,2635,2616,-10,1350385194,1125
14856,2635,2574,-10,1350385206,1125
14857,2635,2514,-10,1350385218,1125
14858,2635,2491,-10,1350385231,1125
14859,2635,2490,-10,1350385244,1125
14860,2635,2492,-10,1350385256,1125
14861,2635,2489,-10,1350385268,1125
14862,2635,2493,-10,1350385278,1125
14863,2635,2601,-10,1350385290,1125
14864,2635,2568,-10,1350385300,1125
14865,2635,2470,-10,1350385313,1125
14866,2635,2638,-10,1350385325,1125
14867,2635,2639,-10,1350385337,1125
14868,2635,2643,-10,1350385348,1125
14869,2635,2644,-10,1350385359,1125
14870,2635,2645,-10,1350385370,1125
14871,2635,2646,-10,1350385381,1125
14872,2635,2647,-10,1350385415,1125
14873,2635,2648,-10,1350385427,1125
14874,2635,2649,-10,1350385438,1125
14875,2635,2650,-10,1350385448,1125
14876,2635,2651,-10,1350385459,1125
14877,2635,2652,-10,1350385470,1125
14878,2635,2653,-10,1350385481,1125
14879,2727,1512,1,1350390316,1125
14880,2766,2725,10,1350396007,1125
14881,2218,1500,-10,1350397824,1125
14882,2725,2766,1,1350398599,1125
14883,1512,2727,1,1350402871,1125
14884,2598,2672,3,1350403501,1125
14885,977,2314,1,1350405280,1125
14886,2314,977,1,1350405404,1125
14887,864,2126,2,-2147483648,1125
14888,2126,864,3,1350408428,1125
14889,2674,2592,4,1350412116,1125
14890,2592,2674,4,1350412199,1125
14891,2767,1907,1,1350413007,1125
14892,2747,2768,1,1350413063,1125
14893,2738,2580,1,1350414519,1125
14894,1981,2705,1,1350418909,1125
14895,2705,1981,1,1350419519,1125
14896,2580,2749,2,1350420388,1125
14897,2749,2580,2,1350420588,1125
14898,1921,1673,-10,1350427676,1125
14899,2770,1907,1,1350428031,1125
14900,2738,1981,1,1350429302,1125
14901,1764,2721,-10,1350429374,1125
14902,1981,2744,1,1350452834,1125
14903,1981,2765,1,-2147483648,1125
14904,2592,2771,1,1350473907,1125
14905,2768,2747,1,1350474364,1125
14906,2771,2592,10,1350475198,1125
14907,2204,2261,2,1350482028,1125
14908,2728,26,2,1350491512,1125
14909,2261,2204,2,1350497977,1125
14910,26,2728,2,1350498383,1125
14911,26,2329,1,-2147483648,1125
14912,2329,26,1,1350503226,1125
14913,2077,2284,1,-2147483648,1125
14914,2284,2077,2,1350505104,1125
14915,1853,1719,1,1350519176,1125
14916,1719,1853,1,1350519246,1125
14917,6,2270,2,1350523882,1125
14918,2545,2707,3,1350523909,1125
14919,2486,1687,2,1350549722,1125
14920,26,2772,1,1350562314,1125
14921,1893,2750,1,1350576890,1125
14922,2750,1893,1,1350576999,1125
14923,2218,593,-3,1350588795,1125
14924,1981,2727,7,-2147483648,1125
14925,2247,2764,2,1350598128,1125
14926,2764,2247,1,1350599631,1125
14927,1853,1293,1,1350602249,1125
14928,2775,1907,1,1350607559,1125
14929,2755,41,5,1350609092,1125
14930,2354,2776,1,1350610077,1125
14931,2218,2446,-8,1350610333,1125
14932,2204,2446,-5,1350610502,1125
14933,2776,2354,1,1350610768,1125
14934,2442,2446,-5,1350611163,1125
14935,2279,2446,-10,1350611253,1125
14936,2095,2446,-5,1350611525,1125
14937,2218,2658,-10,1350613305,1125
14938,2773,2718,1,1350618636,1125
14939,2218,180,-3,1350619325,1125
14940,2623,41,1,1350623698,1125
14941,6,2338,2,1350623810,1125
14942,2338,6,2,1350623845,1125
14943,26,2777,1,1350652973,1125
14944,1013,2779,1,1350659397,1125
14945,1998,2166,1,1350666454,1125
14946,2218,1623,-3,1350671900,1125
14947,2748,2781,1,1350673230,1125
14948,2781,2748,1,1350673429,1125
14949,2669,2782,1,1350673810,1125
14950,2782,2669,1,1350674375,1125
14951,2782,2783,1,1350675780,1125
14952,2783,2782,1,1350675793,1125
14953,2772,26,1,1350676218,1125
14954,2218,701,-3,1350682409,1125
14955,2359,2748,1,1350683173,1125
14956,2748,2359,1,1350683214,1125
14957,2218,347,-3,-2147483648,1125
14958,864,2338,1,1350688430,1125
14959,745,1341,-10,1350693050,1125
14960,2677,60,-1,1350701403,1125
14961,2677,2738,1,1350704558,1125
14962,2738,2677,1,1350704575,1125
14963,98,1252,-10,1350709034,1125
14964,2677,2602,2,1350715776,1125
14965,2669,1589,1,1350715887,1125
14966,2785,2669,1,1350716148,1125
14967,1706,2784,2,1350731914,1125
14968,2784,1706,2,-2147483648,1125
14969,202,2607,2,1350747156,1125
14970,2607,202,1,1350747166,1125
14971,2117,2446,-10,1350752647,1125
14972,2218,1456,1,1350753300,1125
14973,1456,2218,2,1350753374,1125
14974,2204,2020,4,1350757162,1125
14975,2672,2527,-10,1350760381,1125
14976,264,2527,-10,1350760436,1125
14977,1971,2669,5,1350761866,1125
14978,2338,2150,2,-2147483648,1125
14979,2669,1643,1,1350765503,1125
14980,1643,2669,1,-2147483648,1125
14981,2535,2669,1,1350768109,1125
14982,2669,2535,1,1350768175,1125
14983,1245,1176,5,1350785025,1125
14984,26,2338,1,1350808561,1125
14985,26,2786,1,-2147483648,1125
14986,2535,2707,1,1350824281,1125
14987,2707,2535,1,-2147483648,1125
14988,1354,829,2,1350827801,1125
14989,506,2020,2,1350829834,1125
14990,2020,506,2,-2147483648,1125
14991,2020,1629,6,-2147483648,1125
14992,1629,2020,6,1350833835,1125
14993,2218,739,-3,1350845433,1125
14994,2580,2769,1,1350846846,1125
14995,2788,1981,3,-2147483648,1125
14996,2772,2755,1,1350850170,1125
14997,2755,2772,1,-2147483648,1125
14998,1981,739,-3,-2147483648,1125
14999,1687,2570,5,1350857486,1125
15000,1687,2486,3,1350857544,1125
15001,2218,365,-3,1350859461,1125
15002,2247,2737,2,1350862260,1125
15003,2737,2247,2,1350862753,1125
15004,2774,1981,2,1350866298,1125
15005,2570,2247,1,1350866529,1125
15006,1981,2774,2,1350867070,1125
15007,1981,2788,4,1350867099,1125
15008,2570,1993,6,1350867641,1125
15009,2570,1522,3,1350868920,1125
15010,2266,2790,1,1350879961,1125
15011,2790,2266,1,1350880085,1125
15012,2790,2791,1,1350880693,1125
15013,2791,2790,1,1350880715,1125
15014,2505,2790,1,1350896962,1125
15015,2790,2505,1,1350896977,1125
15016,2787,2792,2,1350912551,1125
15017,2792,2787,5,1350912645,1125
15018,1522,2570,3,1350913467,1125
15019,2433,2591,1,1350917375,1125
15020,2580,2793,1,1350919095,1125
15021,2766,56,-1,1350919681,1125
15022,2535,1629,1,1350923429,1125
15023,1629,2535,1,1350923466,1125
15024,2793,2580,1,-2147483648,1125
15025,2755,18,1,1350927485,1125
15026,2786,26,1,1350929555,1125
15027,2793,2794,1,1350935026,1125
